basedir,brightThreshold,clType,cltpx,cltpy,dataPath,dist_mod,fit_afe,fit_age,fit_feh,fit_y,fractionBounded,halfLightAngle_bounded,halfLightAngle_filtered,halfLightRad_bounded,halfLightRad_filtered,halfMassAngle_bounded,halfMassAngle_filtered,halfMassRad_bounded,halfMassRad_filtered,imgPath,massDensity_coeff_bounded,massDensity_coeff_err_bounded,massDensity_coeff_err_filtered,massDensity_coeff_filtered,mass_fit_p_bounded,mass_fit_p_filtered,mass_fit_r2_bounded,mass_fit_r2_filtered,mass_intercept_bounded,mass_intercept_err_bounded,mass_intercept_err_filtered,mass_intercept_filtered,mass_slope_bounded,mass_slope_err_bounded,mass_slope_err_filtered,mass_slope_filtered,max_b_r,max_g_mag,meanBoundedProxyMass,meanDist,meanGalacticDist,meanProxyMass,mean_a_g,mean_bounded_b_r,mean_bounded_g_mag,mean_dec,mean_e_bp_rp,mean_par,mean_par_err,mean_par_over_ra,mean_pmdec,mean_pmra,mean_ra,medianAngle_bounded,medianAngle_filtered,medianRad_bounded,medianRad_filtered,min_b_r,min_g_mag,name,noise_cutoff,numBounded,numDensity_coeff_bounded,numDensity_coeff_err_bounded,numDensity_coeff_err_filtered,numDensity_coeff_filtered,pMax,pMin,par_max,par_min,pmdec_max,pmdec_min,pmra_max,pmra_min,radDist,reddening,residual_coeff_bounded,residual_coeff_filtered,residual_scaleAngle_bounded,residual_scaleAngle_filtered,residual_scaleRad_bounded,residual_scaleRad_filtered,scaleAngle_bounded,scaleAngle_err_bounded,scaleAngle_err_filtered,scaleAngle_filtered,scaleAngle_mass_bounded,scaleAngle_mass_err_bounded,scaleAngle_mass_err_filtered,scaleAngle_mass_filtered,scaleRad_bounded,scaleRad_err_bounded,scaleRad_err_filtered,scaleRad_filtered,scaleRad_mass_bounded,scaleRad_mass_err_bounded,scaleRad_mass_err_filtered,scaleRad_mass_filtered,stdev_a_g,stdev_dec,stdev_e_bp_rp,stdev_par,stdev_par_over_ra,stdev_pmdec,stdev_pmra,stdev_ra,totalBoundedProxyMass,totalProxyMass
clusters/,15.0,Open,0.14,11.6,clusters/M35/data/,9.700128876959454,0.0,0.056,0.0,0.2703,0.8724614134849715,0.19931295408076416,0.19931295408076416,3.0299695291224253,3.0299695291224253,0.29662939601794786,0.29670109411739287,4.5093809156637885,4.510470875208146,clusters/M35/plots/,8194.67138808946,265.59454919102507,229.73389628369728,7282.066880877285,0.03141588919008828,0.017272021735215047,0.830017722027572,0.8845146011380761,1.51816853042115,0.06470587084565306,0.04229477120597213,1.3618709070673334,-0.030350103174539535,0.007929716927886098,0.005183232352951137,-0.02484564462012568,3.1441994,19.648401,1.3594265717359006,871.0152832079854,8865.778910648936,1.2516462305444551,0.0,1.1388229317299814,14.908023672253258,24.3224825656262,0.0,1.1480854805635081,0.07988846672217709,0.012443134330378832,-2.9070259114089585,2.296742391275984,92.26656578091234,0.30995053375340376,0.309463405527722,4.711889787291464,4.704484429785233,0.055835724,8.139476,M35,1.0,1074.0,4701.070000628048,265.59454919102507,229.73389628369728,4919.271526967591,14.008214573641657,0.37419100795068,1.3,0.95,-2.5,-3.3,2.75,1.95,0.0,0.46,1.4739531169761442,1.359674273497004,25.81793493152591,34.95483704460823,392.48606046795226,531.3858882332645,0.1447986991074611,0.011175456748196928,0.01096854810113815,0.1597545285017343,0.12260551401992004,0.011175456748196928,0.01096854810113815,0.1456037703195677,2.2012399955418473,0.15318301634537623,0.16900175215426133,2.428599564599455,1.8638576368308564,0.12970280733059203,0.15404010702310908,2.2134787446623294,0.0,0.3073003981859152,0.0,0.06301378812737804,0.0006818319006467973,0.1656111746885455,0.16793165160261067,0.3040232560644245,1460.0241380443572,1540.7765098002242
