basedir,brightThreshold,clType,cltpx,cltpy,dataPath,dist_mod,fit_afe,fit_age,fit_feh,fit_y,fractionBounded,imgPath,massDensity_coeff_bounded,massDensity_coeff_err_bounded,massDensity_coeff_err_filtered,massDensity_coeff_filtered,mass_dropoff_div_bounded,mass_dropoff_div_filtered,mass_dropoff_quartile_bounded,mass_dropoff_quartile_filtered,max_b_r,max_g_mag,meanBoundedProxyMass,meanProxyMass,mean_a_g,mean_bounded_b_r,mean_bounded_g_mag,mean_dec,mean_e_bp_rp,mean_par,mean_par_err,mean_par_over_ra,mean_pmdec,mean_pmra,mean_ra,min_b_r,min_g_mag,name,noise_cutoff,numBounded,numDensity_coeff_bounded,numDensity_coeff_err_bounded,numDensity_coeff_err_filtered,numDensity_coeff_filtered,pMax,pMin,par_max,par_min,pmdec_max,pmdec_min,pmra_max,pmra_min,radDist,reddening,scaleAngle_bounded,scaleAngle_err_bounded,scaleAngle_err_filtered,scaleAngle_filtered,scaleAngle_mass_bounded,scaleAngle_mass_err_bounded,scaleAngle_mass_err_filtered,scaleAngle_mass_filtered,scaleRad_bounded,scaleRad_err_bounded,scaleRad_err_filtered,scaleRad_filtered,scaleRad_mass_bounded,scaleRad_mass_err_bounded,scaleRad_mass_err_filtered,scaleRad_mass_filtered,stdev_a_g,stdev_dec,stdev_e_bp_rp,stdev_par,stdev_par_over_ra,stdev_pmdec,stdev_pmra,stdev_ra,totalBoundedProxyMass,totalProxyMass,turnPoint
clusters/,15.0,Globular,-99.0,-99.0,clusters/M15/data/,15.018002366785023,0.0,15.849,-1.75,0.2494,0.9956140350877193,clusters/M15/plots/,27970.48339730363,3638.8001578971025,2623.624323987833,27406.86960490714,-0.24523333665406682,-0.20934020075545495,-0.031800313892056196,0.09482159690296958,2.046156,20.595694,0.6821351745926223,0.6791433536514265,0.0,0.863854724240088,17.481245912995597,12.168466971224413,0.0,0.09917438742847617,0.18741913207236843,0.0003075269139182782,-3.8198487792117577,-0.6295531916257604,322.4899513372728,-0.14400673,12.22666,M15,2.0,454.0,38808.276109186016,3638.8001578971025,2623.624323987833,38731.36356902368,0.23932183798162962,0.006600161003354374,0.12,0.08,-3.0,-4.5,0.1,-1.2,0.0,0.14,0.03426347257845518,0.004040380986824722,0.002937407913049178,0.03362917595625262,0.032355996197252976,0.004040380986824722,0.002937407913049178,0.03206003441558746,6.029881942625502,11.395233239196518,11.184280698315476,5.918254793925678,5.694193335445966,10.760851003324222,10.66242077794567,5.642108287764771,0.0,0.07312223169284432,0.0,0.011281220136258461,3.4980091279200074e-05,0.2427117756977223,0.2261315578677725,0.06898968760612453,309.6893692650505,309.6893692650505,0.0
