basedir,brightThreshold,clType,cltpx,cltpy,dataPath,dist_mod,fit_afe,fit_age,fit_feh,fit_y,fractionBounded,halfLightAngle_bounded,halfLightAngle_filtered,halfLightRad_bounded,halfLightRad_filtered,halfMassAngle_bounded,halfMassAngle_filtered,halfMassRad_bounded,halfMassRad_filtered,imgPath,massDensity_coeff_bounded,massDensity_coeff_err_bounded,massDensity_coeff_err_filtered,massDensity_coeff_filtered,mass_fit_p_bounded,mass_fit_p_filtered,mass_fit_r2_bounded,mass_fit_r2_filtered,mass_intercept_bounded,mass_intercept_err_bounded,mass_intercept_err_filtered,mass_intercept_filtered,mass_slope_bounded,mass_slope_err_bounded,mass_slope_err_filtered,mass_slope_filtered,max_b_r,max_g_mag,meanBoundedProxyMass,meanDist,meanGalacticDist,meanProxyMass,mean_a_g,mean_bounded_b_r,mean_bounded_g_mag,mean_dec,mean_e_bp_rp,mean_par,mean_par_err,mean_par_over_ra,mean_pmdec,mean_pmra,mean_ra,medianAngle_bounded,medianAngle_filtered,medianRad_bounded,medianRad_filtered,min_b_r,min_g_mag,name,noise_cutoff,numBounded,numDensity_coeff_bounded,numDensity_coeff_err_bounded,numDensity_coeff_err_filtered,numDensity_coeff_filtered,pMax,pMin,par_max,par_min,pmdec_max,pmdec_min,pmra_max,pmra_min,radDist,reddening,residual_coeff_bounded,residual_coeff_filtered,residual_scaleAngle_bounded,residual_scaleAngle_filtered,residual_scaleRad_bounded,residual_scaleRad_filtered,scaleAngle_bounded,scaleAngle_err_bounded,scaleAngle_err_filtered,scaleAngle_filtered,scaleAngle_mass_bounded,scaleAngle_mass_err_bounded,scaleAngle_mass_err_filtered,scaleAngle_mass_filtered,scaleRad_bounded,scaleRad_err_bounded,scaleRad_err_filtered,scaleRad_filtered,scaleRad_mass_bounded,scaleRad_mass_err_bounded,scaleRad_mass_err_filtered,scaleRad_mass_filtered,stdev_a_g,stdev_dec,stdev_e_bp_rp,stdev_par,stdev_par_over_ra,stdev_pmdec,stdev_pmra,stdev_ra,totalBoundedProxyMass,totalProxyMass,turnPoint
clusters/,15.0,Open,0.1,12.5,clusters/M46/data/,11.110759530208089,0.0,0.398,0.25,0.2869,0.94,0.17009338323844134,0.17009338323844134,4.951266301012426,4.951266301012426,0.21310853449481734,0.21504715604369282,6.203398893084433,6.259830432998647,clusters/M46/plots/,21814.39156339842,462.5590353234785,499.24301532046024,21241.195859230767,0.07367734739732677,0.07455764525997913,0.7087210388668831,0.7065697322916528,1.4543688352563036,0.07020042039803855,0.06849867283737751,1.4130887729976847,-0.011832872125435972,0.004379720940249981,0.004273550928956791,-0.01148615231488917,2.5947227,20.340137,1.3637383641928982,1667.8304785911516,9124.343750279733,1.3178464276482151,0.0,0.8975597130015956,15.373211448404254,-14.839878378736742,0.0,0.5995813200660053,0.0726667043595,0.0051939243000687675,0.386464186907562,-3.8606185063810248,115.44016786149058,0.22780955083125537,0.23020281157439967,6.631332334064918,6.700998014419193,-0.043024063,8.630721,M46,1.0,1880.0,13328.536430393457,462.5590353234785,499.24301532046024,13225.021291719191,27.516301312936527,0.7350224733661856,0.71,0.5,0.7,-0.1,-3.45,-4.25,0.0,0.17,1.4131869213462955,1.3779939767964746,64.02332878954897,60.61263882701767,1863.6618560873617,1764.3797208675005,0.11711792369439956,0.0053249768664224584,0.0063461045326693956,0.12514869194573408,0.10319333944683495,0.0053249768664224584,0.0063461045326693956,0.10908091459676743,3.4091980404654043,0.4131811184519963,0.44151359571061727,3.642966523736344,3.003865843363257,0.3640563565989801,0.3848272781399192,3.1752478917388496,0.0,0.26536110156324966,0.0,0.04709305702964038,0.0004084723289368273,0.13289925046353898,0.1362341236727462,0.2550842344276755,2563.8281246826486,2635.6928552964305,0.0
