basedir,brightThreshold,clType,cltpx,cltpy,dataPath,dist_mod,fit_afe,fit_age,fit_feh,fit_y,fractionWindowed,imgPath,massDensity_coeff,massDensity_coeff_err,mass_dropoff_div,mass_dropoff_quartile,max_b_r,max_g_mag,meanProxyMass,meanWindowedProxyMass,mean_a_g,mean_dec,mean_e_bp_rp,mean_par,mean_par_err,mean_par_over_ra,mean_pmdec,mean_pmra,mean_ra,mean_windowed_b_r,mean_windowed_g_mag,min_b_r,min_g_mag,name,noise_cutoff,numDensity_coeff,numWindowed,par_max,par_min,pmdec_max,pmdec_min,pmra_max,pmra_min,radDist,reddening,scaleAngle,scaleAngle_err,scaleAngle_mass,scaleAngle_mass_err,scaleRad,scaleRad_err,scaleRad_mass,scaleRad_mass_err,stdev_a_g,stdev_dec,stdev_e_bp_rp,stdev_par,stdev_par_over_ra,stdev_pmdec,stdev_pmra,stdev_ra,totalProxyMass,totalWindowedProxyMass,turnPoint
clusters/,15.0,Open,-0.05,8.6,clusters/M39/data/,7.368478864912634,0.0,0.045,0.0,0.2703,0.06030150753768844,clusters/M39/plots/,334.7302361320627,63.48476801690248,-0.9161223415030111,-0.49098020726308966,3.4273586,20.034403,0.7207703274423682,0.6790650207198047,0.0,48.36376802941998,0.0,3.359728837220296,0.0970866571080402,0.010402864081419255,-19.75609414803225,-7.472600305398346,322.96606760965494,1.4700382583333333,14.497991666666666,-0.2507019,6.5732803,M39,0.8,268.83754003642554,12.0,4.5,2.7,-17.0,-23.0,-5.0,-9.0,0.0,0.15,0.2931206155250604,0.037966675156249935,0.1521643108551601,0.037966675156249935,1.5227166502612126,0.04463481928246706,0.7904702618737021,0.023242467064759572,0.0,0.40840603330753394,0.0,0.18558905708352194,0.0005764384452054985,0.7001899183196222,0.5026365106111295,0.6350462771538326,143.43329516103128,8.148780248637657,0.0
